0.29579,0.28968,0.2682,0.13488,0.063328,0.15648,0.10974
0.3139,0.29762,0.28264,0.13647,0.063914,0.16147,0.12065
0.35384,0.31439,0.3167,0.14018,0.065424,0.1699,0.14207
0.37526,0.32305,0.33591,0.14215,0.066286,0.17305,0.15201
0.39734,0.33177,0.35625,0.14412,0.067201,0.17531,0.16109
0.41984,0.34044,0.37746,0.14603,0.068172,0.17658,0.16904
0.46511,0.35724,0.42138,0.14951,0.070362,0.17589,0.18069
0.48739,0.36518,0.44351,0.15102,0.071645,0.17385,0.18405
0.5091,0.37267,0.46536,0.15235,0.073108,0.17068,0.1856
0.53002,0.37962,0.48665,0.15351,0.074799,0.16643,0.18529
0.56851,0.39152,0.52636,0.15528,0.079047,0.155,0.1791
0.58566,0.39631,0.54425,0.15591,0.081685,0.14807,0.17336
0.60112,0.40022,0.56048,0.1564,0.084709,0.14053,0.16603
0.6147,0.4032,0.57482,0.15676,0.088138,0.13256,0.1573
0.6355,0.40612,0.59698,0.15712,0.095437,0.1164,0.13635
0.64239,0.40601,0.60446,0.15713,0.10044,0.10818,0.12509
0.64675,0.40482,0.60935,0.157,0.10584,0.1003,0.11356
0.64845,0.40256,0.61155,0.15674,0.11142,0.093004,0.10205
0.64352,0.39492,0.60766,0.15575,0.12276,0.080898,0.080476
0.63676,0.38963,0.60153,0.15499,0.12849,0.07634,0.071112
0.62711,0.38345,0.59267,0.15401,0.13424,0.072898,0.063121
0.61458,0.37647,0.58115,0.1528,0.13998,0.070637,0.056752
0.58114,0.36056,0.55067,0.14968,0.15105,0.069836,0.049525
0.56047,0.35188,0.53205,0.14778,0.15617,0.07134,0.0488
0.53741,0.34292,0.51145,0.14569,0.16088,0.074102,0.049966
0.51217,0.33382,0.48913,0.14345,0.1651,0.078082,0.052909
0.45635,0.31587,0.44039,0.13874,0.17198,0.089409,0.0634
0.42643,0.30733,0.41456,0.13644,0.17461,0.096564,0.070487
0.39565,0.29929,0.38814,0.13427,0.17673,0.10456,0.078464
0.35736,0.29096,0.35603,0.1336,0.18793,0.12125,0.1391
0.30219,0.27951,0.30844,0.12941,0.17478,0.12861,0.10242
0.27202,0.27469,0.2827,0.12858,0.17802,0.14019,0.11315
0.24291,0.27089,0.25777,0.12851,0.18104,0.15192,0.124
0.21519,0.26818,0.23391,0.12913,0.18282,0.1631,0.13438
0.16507,0.26611,0.1903,0.13227,0.18236,0.18277,0.1533
0.14312,0.26674,0.17096,0.13477,0.18111,0.19136,0.16224
0.12349,0.26845,0.15348,0.1379,0.17998,0.19928,0.17116
0.10628,0.27117,0.13801,0.14164,0.17929,0.20661,0.18022
0.079464,0.27942,0.11355,0.15082,0.17934,0.21922,0.19858
0.069962,0.28479,0.10478,0.15614,0.17974,0.22422,0.20755
0.063103,0.29088,0.098419,0.16182,0.18014,0.22814,0.21608
0.0589,0.29759,0.094545,0.16776,0.18044,0.23087,0.22396
0.058465,0.31247,0.094435,0.18002,0.18068,0.23253,0.23694
0.062201,0.32042,0.098237,0.18611,0.18066,0.23145,0.24169
0.068526,0.32857,0.1046,0.19204,0.18057,0.22916,0.24506
0.077377,0.33682,0.11346,0.1977,0.18039,0.22571,0.24689
0.10227,0.35318,0.13837,0.20782,0.17954,0.21553,0.24536
0.11804,0.36109,0.15416,0.21209,0.17877,0.20897,0.24179
0.13579,0.36869,0.17193,0.21572,0.1777,0.20153,0.23629
0.15529,0.37588,0.19147,0.21863,0.17632,0.19333,0.22887
0.19846,0.38869,0.23481,0.22202,0.17258,0.17514,0.20864
0.22153,0.39414,0.25801,0.22242,0.17023,0.16544,0.19614
0.24515,0.39886,0.28181,0.22191,0.16758,0.15554,0.18234
0.26896,0.40277,0.30584,0.22049,0.16464,0.14558,0.1675
0.31578,0.40791,0.35324,0.21485,0.15793,0.12608,0.1359
0.33812,0.40906,0.37591,0.21077,0.15434,0.11685,0.11985
0.35931,0.4092,0.39744,0.20586,0.15063,0.10817,0.10407
0.37909,0.40832,0.41755,0.20017,0.14684,0.10013,0.088883
0.41339,0.40345,0.45236,0.18674,0.13917,0.086334,0.061499
0.42753,0.39946,0.46662,0.17914,0.13542,0.080717,0.049847
0.43945,0.39448,0.47855,0.17104,0.13182,0.076023,0.039867
0.44906,0.38852,0.488,0.16254,0.12841,0.072287,0.031741
0.46112,0.37394,0.49918,0.14464,0.12243,0.067726,0.021565
0.46355,0.36546,0.50084,0.13541,0.11994,0.066877,0.019646
0.46362,0.3563,0.49991,0.12611,0.11783,0.06694,0.019851
0.46141,0.34656,0.49645,0.11682,0.11612,0.067863,0.022126
0.4505,0.32581,0.4823,0.098644,0.11399,0.07205,0.032468
0.44208,0.31507,0.47189,0.089948,0.11359,0.075175,0.040235
0.43191,0.30425,0.45947,0.081647,0.11364,0.078887,0.049483
0.42016,0.2935,0.44524,0.073844,0.11414,0.083109,0.06
0.39284,0.27279,0.41219,0.060155,0.1164,0.092765,0.083941
0.37776,0.26312,0.39384,0.054482,0.11812,0.098041,0.096914
0.36208,0.25407,0.3746,0.049727,0.1202,0.10351,0.11027
0.34608,0.24578,0.35473,0.045986,0.1226,0.10909,0.1238
0.31431,0.23187,0.31412,0.041877,0.12823,0.1203,0.1507
0.29909,0.22644,0.2939,0.041643,0.13138,0.12578,0.16375
0.28469,0.22211,0.27406,0.042683,0.1347,0.13107,0.17636
0.27135,0.21893,0.25486,0.045021,0.13815,0.13613,0.18839
0.2487,0.2161,0.21926,0.05358,0.14529,0.14526,0.21032
0.23973,0.21646,0.20326,0.059746,0.14891,0.14924,0.22001
0.23251,0.21797,0.18871,0.067099,0.15251,0.15278,0.22872
0.22709,0.2206,0.17576,0.075565,0.15608,0.15586,0.23636
0.22184,0.22898,0.15519,0.095466,0.16294,0.16059,0.24811
0.22199,0.2346,0.14778,0.10669,0.16618,0.16227,0.25207
0.22394,0.24108,0.14239,0.11859,0.16923,0.16353,0.25469
0.22762,0.24832,0.13907,0.13107,0.17208,0.16442,0.25594
0.23993,0.26475,0.13877,0.1572,0.177,0.16536,0.25439
0.2484,0.27373,0.14179,0.17061,0.17902,0.16557,0.2517
0.2583,0.2831,0.14692,0.18409,0.18071,0.16572,0.24785
0.26957,0.29274,0.1541,0.19751,0.18206,0.16591,0.243
0.29594,0.31239,0.17443,0.22372,0.18369,0.16681,0.23099
0.31089,0.32219,0.18741,0.2363,0.18397,0.16769,0.22423
0.32693,0.3318,0.20214,0.24839,0.18392,0.16898,0.21727
0.34397,0.34111,0.21849,0.25989,0.18353,0.17074,0.21033
0.38069,0.35836,0.25543,0.28077,0.18188,0.17585,0.19736
0.40014,0.36605,0.27567,0.28997,0.18065,0.17927,0.19172
0.42013,0.37297,0.29681,0.29824,0.17919,0.18326,0.18688
0.4405,0.379,0.31862,0.30551,0.17752,0.1878,0.18297
0.4816,0.38798,0.36324,0.31678,0.17362,0.19834,0.17842
0.50189,0.39075,0.3855,0.32068,0.1714,0.20417,0.17791
0.5217,0.39227,0.40734,0.32337,0.16902,0.21025,0.17863
0.54076,0.39247,0.42848,0.32481,0.16646,0.21644,0.18058
0.57555,0.38881,0.46745,0.32391,0.16081,0.22861,0.1879
0.59074,0.38491,0.48474,0.32157,0.15769,0.23429,0.19307
0.60411,0.37966,0.50021,0.31799,0.15435,0.23949,0.19902
0.61541,0.37307,0.51364,0.3132,0.15078,0.24407,0.20555
0.63085,0.35621,0.5336,0.30019,0.14291,0.25081,0.2194
0.6346,0.34611,0.53982,0.29212,0.13859,0.25275,0.22619
0.6355,0.33507,0.54342,0.2831,0.13403,0.25359,0.23254
0.62809,0.32023,0.53621,0.27115,0.12299,0.25989,0.23828
0.62018,0.29772,0.53798,0.25142,0.12273,0.24574,0.24755
0.6089,0.28442,0.53085,0.23974,0.1153,0.24355,0.24976
0.59466,0.271,0.52123,0.22787,0.1079,0.24018,0.25085
0.57757,0.25766,0.50924,0.2159,0.10134,0.23514,0.25093
0.53561,0.232,0.47874,0.19209,0.091141,0.22008,0.24843
0.51119,0.22002,0.46063,0.18056,0.086896,0.21078,0.246
0.48488,0.20883,0.44093,0.16951,0.082804,0.20088,0.24291
0.45702,0.19857,0.41989,0.15911,0.07878,0.1907,0.23932
0.39817,0.18128,0.3749,0.14085,0.071501,0.1702,0.23131
0.36797,0.17444,0.35151,0.13323,0.068703,0.16006,0.22719
0.3378,0.16887,0.3279,0.12676,0.066711,0.15008,0.22314
0.30804,0.1646,0.30433,0.12149,0.065602,0.14038,0.21917
0.25116,0.15994,0.25846,0.11475,0.065998,0.1224,0.21141
0.22467,0.15948,0.23667,0.11332,0.067412,0.11446,0.2075
0.19982,0.1602,0.21597,0.11317,0.069577,0.10742,0.20347
0.17684,0.16202,0.19658,0.11428,0.072465,0.10141,0.19928
0.13709,0.1686,0.16252,0.1201,0.08031,0.092874,0.19038
0.12057,0.17317,0.1482,0.1247,0.085195,0.090479,0.18574
0.10638,0.17847,0.13589,0.13032,0.090648,0.0894,0.18107
0.094583,0.18439,0.1257,0.13689,0.096597,0.089674,0.1765
0.078269,0.19769,0.11207,0.15254,0.10965,0.094367,0.16819
0.073779,0.2049,0.10877,0.16145,0.11658,0.098796,0.16473
0.071736,0.21235,0.10788,0.17095,0.12368,0.10459,0.16192
0.072127,0.21996,0.10941,0.18098,0.13088,0.11171,0.15985
0.080107,0.23538,0.11971,0.20222,0.14525,0.12969,0.15832
0.087604,0.24304,0.12839,0.21324,0.1523,0.14037,0.15897
0.097346,0.25057,0.13934,0.22442,0.15918,0.15203,0.1606
0.10923,0.2579,0.15244,0.23565,0.16582,0.16455,0.16326
0.1389,0.27169,0.18457,0.25786,0.1782,0.19156,0.17177
0.15633,0.27801,0.20323,0.26863,0.18385,0.20572,0.17768
0.17523,0.28384,0.22335,0.27904,0.18908,0.22007,0.18474
0.19533,0.28912,0.24467,0.28899,0.19386,0.23443,0.19297
0.2381,0.2977,0.28981,0.30708,0.20199,0.26241,0.21294
0.26017,0.30085,0.31304,0.31502,0.20529,0.27565,0.22457
0.28229,0.30314,0.33628,0.32212,0.20807,0.28815,0.23716
0.30414,0.3045,0.35923,0.32828,0.2103,0.29975,0.25051
0.3459,0.30419,0.403,0.33757,0.21308,0.31961,0.27852
0.36524,0.30243,0.42325,0.34059,0.21362,0.32763,0.29255
0.38323,0.29956,0.44208,0.34248,0.21356,0.33423,0.30616
0.39967,0.29555,0.45925,0.34324,0.2129,0.33936,0.31896
0.42727,0.2842,0.48795,0.34134,0.20976,0.34497,0.34084
0.4382,0.27692,0.49921,0.33874,0.20727,0.34544,0.34932
0.44713,0.26866,0.50832,0.3351,0.20418,0.34438,0.35587
0.45405,0.2595,0.51524,0.33049,0.20049,0.34182,0.36033
0.46191,0.23895,0.52252,0.31874,0.19147,0.33257,0.36273
0.46295,0.22783,0.52298,0.31182,0.18624,0.3261,0.36072
0.46218,0.21636,0.52141,0.30437,0.18062,0.31857,0.35668
0.45968,0.20471,0.51791,0.29654,0.17469,0.31015,0.35078
0.44998,0.1816,0.50559,0.2804,0.16234,0.29136,0.33418
0.44303,0.17051,0.49702,0.27242,0.15616,0.28137,0.32396
0.43484,0.15997,0.48703,0.2647,0.15014,0.27126,0.3128
0.42556,0.15014,0.47576,0.25743,0.14444,0.26123,0.30099
0.40431,0.13323,0.44995,0.24475,0.13451,0.24223,0.27649
0.39263,0.1264,0.43572,0.23958,0.13054,0.23363,0.26435
0.38044,0.12078,0.42081,0.23533,0.12739,0.22587,0.25264
0.36791,0.11643,0.40538,0.23205,0.12515,0.21907,0.24159
0.34237,0.11163,0.37361,0.22853,0.12369,0.2089,0.22228
0.32964,0.11117,0.35761,0.22827,0.12454,0.20569,0.21434
0.31713,0.11194,0.34177,0.22897,0.12644,0.20379,0.20768
0.30496,0.11388,0.32626,0.23056,0.12937,0.20324,0.20236
0.28215,0.12087,0.297,0.23608,0.13801,0.20609,0.19568
0.27176,0.1257,0.28361,0.2398,0.14352,0.20939,0.19423
0.2622,0.13124,0.27129,0.24401,0.14967,0.21383,0.19391
0.2536,0.13737,0.26023,0.2486,0.1563,0.2193,0.19463
0.23978,0.15085,0.24254,0.25848,0.16966,0.23256,0.19843
0.23481,0.15794,0.23623,0.26356,0.1772,0.24037,0.20185
0.23131,0.16508,0.23179,0.26864,0.18463,0.2486,0.20601
0.2294,0.17219,0.22933,0.27364,0.19167,0.25706,0.21083
0.23081,0.18585,0.23071,0.2831,0.20401,0.27393,0.22242
0.23431,0.19223,0.23466,0.28746,0.20923,0.28202,0.22927
0.23976,0.19821,0.24082,0.29154,0.21382,0.2897,0.23688
0.24718,0.20373,0.24916,0.29531,0.21777,0.29683,0.24527
0.26795,0.21314,0.27219,0.30181,0.22364,0.30899,0.26423
0.28118,0.21695,0.28667,0.30452,0.22551,0.3138,0.27458
0.29618,0.22011,0.30293,0.30685,0.22668,0.31766,0.2853
0.3128,0.22259,0.32081,0.30878,0.22716,0.3205,0.29619
0.35017,0.2254,0.36052,0.31136,0.22638,0.323,0.31754
0.37046,0.22568,0.38185,0.31199,0.22527,0.32266,0.32748
0.39149,0.2252,0.40379,0.31215,0.22383,0.32128,0.33659
0.41218,0.22111,0.43028,0.31482,0.22486,0.3177,0.34524
0.45598,0.21899,0.47019,0.30963,0.21637,0.31136,0.35575
0.47692,0.2153,0.49148,0.30776,0.21566,0.30646,0.35973
0.49702,0.21082,0.51181,0.30537,0.21497,0.30086,0.36198
0.5161,0.20578,0.53092,0.30223,0.21428,0.29515,0.36284
0.54921,0.19276,0.56426,0.29509,0.21115,0.28104,0.35703
0.56294,0.18531,0.57808,0.29067,0.20967,0.27373,0.35169
0.57441,0.17723,0.58974,0.28581,0.20846,0.26633,0.34485
0.58342,0.16859,0.59907,0.28055,0.20758,0.25901,0.33675
0.59337,0.15001,0.61042,0.26914,0.20655,0.24501,0.31771
0.59411,0.14028,0.61235,0.26314,0.20611,0.23852,0.30723
0.59195,0.13043,0.61179,0.25706,0.20556,0.23249,0.29644
0.58691,0.12059,0.6088,0.251,0.20482,0.22701,0.28561
0.56852,0.1016,0.59596,0.23942,0.20273,0.218,0.26488
0.55543,0.092758,0.58638,0.23414,0.2014,0.21462,0.25545
0.54001,0.084565,0.57493,0.22936,0.19993,0.2121,0.2469
0.5225,0.077177,0.56178,0.2252,0.19835,0.21046,0.23937
0.48228,0.065391,0.53123,0.21918,0.195,0.21004,0.22754
0.46018,0.06124,0.51425,0.2175,0.19333,0.2113,0.22325
0.43718,0.058381,0.49642,0.21681,0.19175,0.21356,0.21998
0.41359,0.056884,0.47793,0.21714,0.19034,0.21681,0.21762
0.36583,0.058115,0.4398,0.22093,0.1883,0.22619,0.2153
0.34221,0.060842,0.42053,0.22436,0.18782,0.23222,0.21517
0.31909,0.064929,0.40137,0.22876,0.18776,0.23907,0.21564
0.29666,0.070307,0.38248,0.23404,0.18818,0.24666,0.2167
0.25458,0.084541,0.34619,0.24688,0.19078,0.26333,0.22072
0.2352,0.093139,0.3291,0.2542,0.19264,0.27261,0.22379
0.21707,0.10253,0.31291,0.26197,0.19502,0.28217,0.22769
0.20027,0.11255,0.29779,0.27004,0.19797,0.29183,0.23254
0.17102,0.1338,0.27133,0.28653,0.20543,0.31086,0.24541
0.15872,0.14468,0.26028,0.29469,0.20981,0.32,0.2535
0.14807,0.15549,0.25088,0.30264,0.21451,0.32875,0.26265
0.13917,0.16606,0.24326,0.31025,0.21944,0.33699,0.27279
0.12688,0.18585,0.23382,0.32411,0.22968,0.35148,0.29546
0.12366,0.19479,0.2322,0.33019,0.23483,0.35749,0.30761
0.12248,0.20292,0.23275,0.33561,0.23991,0.36253,0.32001
0.12336,0.21013,0.2355,0.34031,0.24482,0.36652,0.33241
0.13144,0.22148,0.24765,0.34736,0.25383,0.37103,0.35622
0.13858,0.2255,0.25698,0.34963,0.25779,0.37146,0.36714
0.14772,0.22837,0.26835,0.35104,0.26132,0.37062,0.37708
0.15874,0.23006,0.28165,0.35155,0.26438,0.36852,0.38584
0.18586,0.22999,0.31332,0.34988,0.269,0.36058,0.39899
0.20158,0.22827,0.33127,0.34769,0.27055,0.35484,0.40302
0.21845,0.2255,0.35029,0.34461,0.2716,0.34801,0.40515
0.23622,0.22172,0.3701,0.34066,0.27216,0.34019,0.40525
0.27336,0.21143,0.41095,0.33026,0.27191,0.32206,0.3991
0.29218,0.20506,0.43139,0.3239,0.27115,0.31203,0.39282
0.3108,0.19799,0.45144,0.31683,0.27,0.30158,0.38447
0.32894,0.19029,0.47084,0.30911,0.26849,0.29085,0.37419
0.36283,0.17335,0.50663,0.29204,0.2645,0.26925,0.34867
0.37811,0.16427,0.52256,0.28285,0.26207,0.2587,0.33399
0.39204,0.1549,0.53694,0.27335,0.2594,0.24852,0.31846
0.40444,0.14532,0.54961,0.26364,0.25652,0.23886,0.30244
0.42418,0.1259,0.56932,0.24401,0.25028,0.22158,0.2704
0.43133,0.11624,0.57622,0.23432,0.247,0.21417,0.25507
0.4366,0.10676,0.58108,0.22488,0.24368,0.20768,0.24061
0.43998,0.097554,0.58392,0.21581,0.24035,0.20218,0.22726
0.4411,0.080427,0.5836,0.1993,0.2339,0.19431,0.20468
0.43895,0.072742,0.58056,0.1921,0.23088,0.19196,0.19571
0.43511,0.065804,0.57573,0.18576,0.22805,0.19066,0.1884
0.42968,0.059734,0.56922,0.1804,0.22547,0.19038,0.18277
0.41464,0.050652,0.55165,0.17299,0.22119,0.19275,0.17662
0.40537,0.047847,0.54091,0.17108,0.21955,0.19527,0.1761
0.39516,0.046308,0.5291,0.17046,0.21925,0.19821,0.17596
0.38426,0.046133,0.51632,0.17109,0.21821,0.20231,0.18033
0.3611,0.049957,0.48871,0.17627,0.21837,0.21182,0.19091
0.34918,0.053981,0.47425,0.18067,0.21793,0.21767,0.19817
0.33736,0.0594,0.45953,0.18627,0.21758,0.22394,0.20666
0.32577,0.066162,0.44477,0.19293,0.21773,0.23035,0.21647
0.30386,0.083403,0.41574,0.20897,0.21974,0.24308,0.23935
0.29379,0.093671,0.40179,0.21809,0.22128,0.24931,0.2519
0.28445,0.10487,0.38843,0.22776,0.22287,0.25541,0.26477
0.27591,0.11684,0.3758,0.23784,0.22435,0.26138,0.27768
0.26159,0.14248,0.35334,0.25865,0.22671,0.27269,0.3026
0.25595,0.15581,0.34379,0.26912,0.2276,0.27793,0.31418
0.25142,0.16925,0.33554,0.27945,0.22834,0.28281,0.32497
0.24807,0.18262,0.32872,0.28953,0.22892,0.28731,0.33481
0.24527,0.20854,0.31988,0.30853,0.22982,0.29526,0.35082
0.24852,0.22109,0.32255,0.31761,0.22828,0.29384,0.34028
0.24796,0.23227,0.31787,0.32544,0.23014,0.30199,0.36358
0.25163,0.24297,0.31973,0.3329,0.23009,0.30515,0.36764
0.2636,0.26146,0.32896,0.34574,0.22937,0.30904,0.37414
0.27203,0.26906,0.33642,0.35089,0.22913,0.30988,0.37557
0.28202,0.27547,0.34565,0.35511,0.22891,0.31087,0.3763
0.29357,0.28058,0.35675,0.35849,0.22911,0.31137,0.37587
0.32097,0.28689,0.38365,0.36241,0.23026,0.31184,0.37301
0.33662,0.28806,0.39921,0.36292,0.23112,0.31164,0.37036
0.35339,0.2879,0.41594,0.36243,0.23212,0.31106,0.3669
0.37111,0.28646,0.43362,0.36095,0.23283,0.31023,0.36254
0.40875,0.27865,0.47245,0.35443,0.2392,0.30636,0.3484
0.42812,0.27209,0.49303,0.34923,0.24507,0.30415,0.34002
0.44748,0.26884,0.50931,0.34528,0.23684,0.30171,0.33851
0.46681,0.26186,0.52825,0.33909,0.23812,0.29846,0.33151
0.50406,0.24549,0.5645,0.3244,0.23992,0.29095,0.31827
0.52152,0.23633,0.58126,0.31597,0.24056,0.287,0.30979
0.53784,0.22667,0.59691,0.30703,0.24076,0.28292,0.30288
0.55279,0.21666,0.61122,0.29763,0.24043,0.27872,0.29633
0.57715,0.19519,0.63423,0.27726,0.24148,0.27218,0.28838
0.58721,0.18578,0.64445,0.26783,0.23485,0.26523,0.27971
0.59453,0.17567,0.65182,0.25768,0.23286,0.26122,0.27564
0.59945,0.16585,0.65722,0.24772,0.23083,0.25756,0.27291
0.60175,0.14775,0.6622,0.22894,0.22486,0.25035,0.27049
0.59857,0.13955,0.66081,0.22003,0.22252,0.24812,0.27046
0.59277,0.13226,0.65771,0.21192,0.21948,0.24584,0.27163
0.58417,0.12591,0.6525,0.20459,0.21647,0.24404,0.27377
0.5587,0.11644,0.63588,0.19266,0.21064,0.24169,0.28056
0.54203,0.1135,0.62468,0.18827,0.20807,0.24124,0.2857
0.5229,0.11187,0.61157,0.18495,0.20607,0.24146,0.29037
0.50157,0.11159,0.59681,0.18283,0.2044,0.24211,0.29616
0.45327,0.11522,0.56286,0.18221,0.20198,0.24448,0.30865
0.42691,0.11914,0.54402,0.18369,0.2012,0.24608,0.31506
0.39954,0.12443,0.52423,0.18633,0.2007,0.24788,0.32141
0.37151,0.13105,0.5037,0.19006,0.20048,0.24985,0.32759
0.31498,0.14797,0.46146,0.20049,0.20075,0.25407,0.33895
0.28723,0.15806,0.44026,0.20701,0.20113,0.25621,0.3439
0.2603,0.16909,0.41937,0.21425,0.20158,0.25831,0.34822
0.23452,0.1809,0.39908,0.22208,0.20203,0.26032,0.3518
0.18765,0.20626,0.36135,0.23909,0.20264,0.26398,0.35646
0.16709,0.21949,0.34445,0.24802,0.20271,0.26562,0.35739
0.14875,0.23286,0.32919,0.25708,0.20257,0.26715,0.35735
0.13281,0.2462,0.31581,0.26617,0.20222,0.2686,0.3563
0.1087,0.27216,0.29545,0.28406,0.20085,0.27147,0.35122
0.10072,0.28447,0.2888,0.29268,0.19986,0.27299,0.34727
0.095513,0.29615,0.28466,0.30098,0.19872,0.27464,0.34247
0.093077,0.30707,0.2831,0.30888,0.19744,0.27646,0.33694
0.096324,0.32622,0.28781,0.32322,0.1947,0.28079,0.32427
0.10181,0.33427,0.294,0.32952,0.19331,0.28333,0.31748
0.10967,0.34122,0.30263,0.33517,0.19198,0.28613,0.31066
0.11973,0.34702,0.31355,0.3401,0.19071,0.28916,0.30401
0.14547,0.35505,0.34148,0.34762,0.18848,0.29571,0.29207
0.16063,0.35726,0.35803,0.35011,0.18752,0.2991,0.28718
0.17692,0.35829,0.37594,0.35172,0.18666,0.30245,0.28322
0.19403,0.35815,0.39493,0.35241,0.18587,0.30567,0.28032
0.22947,0.35456,0.43491,0.35103,0.18447,0.31133,0.27798
0.2472,0.35122,0.45531,0.34897,0.1838,0.3136,0.27857
0.26456,0.34692,0.47561,0.34603,0.18313,0.31539,0.28026
0.28131,0.34176,0.49554,0.34225,0.18243,0.31664,0.28295
0.3122,0.32917,0.53335,0.33239,0.18024,0.31714,0.29046
0.32608,0.32192,0.55085,0.32645,0.17968,0.31667,0.2953
0.33879,0.31418,0.56721,0.31996,0.17916,0.31562,0.30052
0.35032,0.30605,0.58231,0.31302,0.17855,0.31398,0.30587
0.36986,0.28911,0.60842,0.2982,0.17524,0.30858,0.31743
0.3781,0.28052,0.61928,0.29044,0.17476,0.30547,0.32061
0.38722,0.27122,0.62766,0.28223,0.18146,0.30284,0.32742
0.39127,0.26392,0.63696,0.27524,0.17057,0.29778,0.33065
0.40211,0.24846,0.64823,0.2606,0.17047,0.28956,0.33604
0.40629,0.24165,0.65188,0.25397,0.17171,0.28528,0.33968
0.40973,0.23557,0.6542,0.24793,0.17208,0.28096,0.34416
0.41258,0.23033,0.65499,0.24251,0.1729,0.27646,0.34544
0.41595,0.22279,0.65255,0.234,0.1725,0.26777,0.34904
